"Nombre","Distrito","Valoración","Número de comentarios","Precio","Fecha","Dirección","CP","lat","long"
"B&B HOTEL VALENCIA CIUDAD DE LAS CIENCIAS","Quatre Carreres, Valencia",7.5,3920,102,2022-11-06,"AVINGUDA D'AUSIÀS MARCH, 99, Valencia ",46013,39.4456699,-0.3682916
"YOU & CO. SALER BEACH BOUTIQUE","Poblados del Oeste, Valencia",8.5,2141,145,2022-11-06,"AVENIDA DE LOS PINARES, 10, Valencia ",46012,39.38323,-0.33266
"CASUAL SOCARRAT VALENCIA - ADULTS ONLY","Ciutat Vella, Valencia",8.7,1486,224,2022-11-06,"CALLE DE LA PAZ, 38, CIUDAD VIEJA, Valencia ",46003,39.472943,-0.3717601
"THE VALENTIA CABILLERS","Ciutat Vella, Valencia",8.9,1665,245.5,2022-11-06,"CARRER DELS CABILLERS, 3, Valencia ",46003,39.47477,-0.3750246
"NEST STYLE VALENCIA","Camins al Grau, Valencia",9.2,599,114,2022-11-06,"AVENIDA DEL PUERTO, 77, GRAO, POBLATS MARÍTIMS, Valencia ",46021,39.46616,-0.35295
"CASUAL DEL CINE VALENCIA","Ciutat Vella, Valencia",8.4,2332,238.5,2022-11-06,"CALLE DEL CONVENTO DE SAN FRANCISCO, 7, Valencia ",46002,39.4689015,-0.3776315
"NALU VALENCIA BOUTIQUE ROOMS","Ciutat Vella, Valencia",8.2,205,227,2022-11-06,"CALLE DE LA SANGRE, 9, CIUDAD VIEJA, Valencia ",46002,39.4703868,-0.3773597
"HOTEL NEPTUNO","Poblados marítimos, Valencia",8.4,1248,216,2022-11-06,"PASEO DE NEPTUNO, 2-4, Valencia ",46011,39.46564,-0.3246869
"HOME YOUTH HOSTEL BY FEETUP HOSTELS","Ciutat Vella, Valencia",8.7,862,105,2022-11-06,"CALLE  DE LA LONJA, 4, Valencia ",46001,39.4744359,-0.3779944
"HOST & HOME","Ciutat Vella, Valencia",8.6,650,102.5,2022-11-06,"CALLE DE VITORIA, 3, Valencia ",46002,39.4728166,-0.3760432
"YOURS BOUTIQUE STAY","Eixample, Valencia",9.3,150,206.5,2022-11-06,"CARRER DE CUBA, 19, Valencia ",46006,39.4620147,-0.37698
"HOSTAL BED OF THE SEA","Poblados marítimos, Valencia",6.8,625,120,2022-11-06,"CARRER DEL BELLO, 6, Valencia ",46024,39.4592038,-0.335289
"PAMPHYLIA HOTEL","Poblados marítimos, Valencia",8.9,153,135,2022-11-06,"PASEO DE NEPTUNO, 40, Valencia ",46011,39.46468905,-0.32341469206265
"ORIGINAL DOMINO HOUSE","Camins al Grau, Valencia",8.7,725,112,2022-11-06,"CALLE DE LAS ISLAS CANARIAS, 51, GRAO, Valencia ",46023,39.4613327,-0.3380562
"COSY ROOMS EMBAJADOR","Ciutat Vella, Valencia",6.9,1637,105,2022-11-06,"CALLE DEL EMBAJADOR VICH, 5, Valencia ",46002,39.472443,-0.375378
"SH SUITE PALACE","Ciutat Vella, Valencia",8.5,261,180,2022-11-06,"PLAÇA DE MARGARITA VALLDAURA, 2, Valencia ",46002,39.4733342,-0.37485410510106
"EUROSTARS REY DON JAIME","Camins al Grau, Valencia",7.9,11633,60.5,2023-02-19,"AVENIDA BALEARES, 2, Valencia ",46023,39.4633945,-0.3566471
"HOSTAL ON DORMIRE VALENCIA","Quatre Carreres, Valencia",7.4,1456,25,2023-02-19,"CALLE DE RUBEN VELA, 23, Valencia ",46006,39.4555276,-0.3744368
"CATALONIA EXCELSIOR","Ciutat Vella, Valencia",8.5,2209,67.5,2023-02-19,"CALLE DE LA BARCELONINA, 5, Valencia ",46002,39.4714,-0.37587
"EUROSTARS ACTEÓN","Camins al Grau, Valencia",8.4,4938,61.5,2023-02-19,"CARRER DE VICENTE BELTRÁN GRIMAL, 2, Valencia ",46023,39.46363625,-0.347939215400449
"NH VALENCIA LAS CIENCIAS","Quatre Carreres, Valencia",7.7,2321,47,2023-02-19,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 26, Valencia ",46013,39.45538,-0.35817
"EL COSO","Poblados marítimos, Valencia",7.9,1323,70,2023-02-19,"PASEO DE NEPTUNO, 12, Valencia ",46011,39.463687,-0.323421
"CASUAL VINTAGE VALENCIA","Ciutat Vella, Valencia",8.1,3961,52,2023-02-19,"CALLE DE LA BARCELONINA, 1, Valencia ",46002,39.47134,-0.37632
"EUROSTARS GRAN VALENCIA","Benicalap, Valencia",8.4,2587,70,2023-02-19,"CALLE DEL VALLE DE AYORA, 3, Valencia ",46015,39.4915771,-0.3982036
"NH CIUDAD DE VALENCIA","Camins al Grau, Valencia",7.9,3223,62,2023-02-19,"AVENIDA DEL PUERTO, 214, GRAO, POBLATS MARÍTIMS, Valencia ",46023,39.46276,-0.34339
"NH VALENCIA LAS ARTES","Quatre Carreres, Valencia",8,2490,63,2023-02-19,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 28, Valencia ",46013,39.45572,-0.3573
"SERCOTEL SOROLLA PALACE","Poblados del Oeste, Valencia",8.3,4873,99,2023-02-19,"AVENIDA DE LAS CORTES VALENCIANAS, 58, Valencia ",46015,39.49617,-0.40132
"CASUAL DE LA MÚSICA VALENCIA","Ciutat Vella, Valencia",7.1,2631,43.5,2023-02-19,"CALLE DE PADILLA, 4, Valencia ",46001,39.4701428,-0.3795473
"HOSTAL ABASTOS","Extramurs, Valencia",7.9,767,35,2023-02-19,"CALLE DE ALBERIQUE, 19, Valencia ",46008,39.466484,-0.3880924
"LAS ARENAS BALNEARIO RESORT","Poblados marítimos, Valencia",8.8,2362,144,2023-02-19,"CALLE EUGENIA VIÑES, 22-24, Valencia ",46011,39.4648302,-0.3248653
"VENECIA PLAZA CENTRO","Ciutat Vella, Valencia",9,6761,72,2023-02-19,"PLAZA DEL AYUNTAMIENTO, 3, CIUDAD VIEJA, Valencia ",46002,39.4718725,-0.3768941
"HOTEL DIMAR","Eixample, Valencia",8.6,2111,85,2023-02-19,"GRAN VIA DEL MARQUES DEL TURIA, 80, Valencia ",46005,39.4683488,-0.3650328
"MARQUÉS HOUSE HOTEL 4* SUP","Ciutat Vella, Valencia",9.2,1101,122,2023-02-19,"CALLE DE LA ABADÍA DE SAN MARTÍN, 10, Valencia ",46002,39.473,-0.3754
"SOHO VALENCIA","Eixample, Valencia",8.9,2235,74,2023-02-19,"GRAN VÍA DE LAS GERMANIAS, 32, Valencia ",46006,39.4648856,-0.3741102
"CITY SUITES MARINA","Camins al Grau, Valencia",8,1231,55,2023-02-19,"CALLE DE LAS MADERAS, 12, Valencia ",46022,39.4677276,-0.3367496
"CASUAL DE LAS ARTES VALENCIA","Camins al Grau, Valencia",8.1,2482,72,2023-02-19,"AVENIDA DEL PUERTO, 39, GRAO, POBLATS MARÍTIMS, Valencia ",46021,39.46709,-0.35582
"AC HOTEL VALENCIA BY MARRIOTT","Camins al Grau, Valencia",8.3,1266,84,2023-02-19,"AVENIDA DE FRANCIA, 67, GRAO, Valencia ",46023,39.45886,-0.34393
"PORT FERIA VALENCIA","Poblados del Oeste, Valencia",8.1,3331,131.5,2023-02-19,"CARRER DE CULLERA, 67, Valencia ",46035,39.5041799,-0.4228127
"HOTEL MALCOM AND BARRET","Quatre Carreres, Valencia",8.7,12652,98,2023-02-19,"AVINGUDA D'AUSIÀS MARCH, 59, Valencia ",46013,39.4507488,-0.3709729
"PENSION WAKSMAN","Quatre Carreres, Valencia",7.5,284,34,2023-02-19,"AVINGUDA DEL DOCTOR WAKSMAN, 29, Valencia ",46006,39.4556868,-0.3704587
"NH VALENCIA CENTER","Campanar, Valencia",8.1,3406,85,2023-02-19,"CALLE DE RICARDO MICÓ, 1, Valencia ",46009,39.4808319,-0.387316431843575
"ILUNION VALENCIA 3","Benicalap, Valencia",7.8,3030,152.5,2023-02-19,"CALLE DEL VALLE DE AYORA, 5, Valencia ",46015,39.4932582,-0.3991733
"ABCYOU BED&BREAKFAST","Eixample, Valencia",8.7,1062,65.5,2023-02-19,"CARRER DEL TAQUÍGRAF MARTÍ, 10, Valencia ",46005,39.4652174,-0.3706618
"ILUNION AQUA 3","Camins al Grau, Valencia",8,4392,152.5,2023-02-19,"CARRER DE LUIS GARCÍA-BERLANGA MARTÍ, 21, Valencia ",46023,39.45535,-0.34292
"HOTEL OLYMPIA UNIVERSIDADES","Benimaclet, Valencia",8.5,2522,55.5,2023-02-19,"CALLE DEL DOCTOR VICENTE ZARAGOZA, 13, Valencia ",46020,39.4852155,-0.3632217
"HOSPES PALAU DE LA MAR","Eixample, Valencia",8.6,1140,144.5,2023-02-19,"AVENIDA DE NAVARRO REVERTER, 14, Valencia ",46004,39.470987,-0.3665897
"CASUAL SOCARRAT VALENCIA - ADULTS ONLY","Ciutat Vella, Valencia",8.7,1486,102,2023-02-19,"CALLE DE LA PAZ, 38, CIUDAD VIEJA, Valencia ",46003,39.472943,-0.3717601
"HOTEL PLAZA MERCADO & SPA","Ciutat Vella, Valencia",9.2,992,124.5,2023-02-19,"PLAZA DEL MERCADO, 45, CIUDAD VIEJA, Valencia ",46001,39.4734442,-0.3778781
"PENSIÓN ALICANTE","Ciutat Vella, Valencia",8.2,1940,32.5,2023-02-19,"CALLE DE RIBERA, 2, Valencia ",46002,39.46888,-0.37586
"ILUNION AQUA 4","Camins al Grau, Valencia",8.2,6256,157,2023-02-19,"CARRER DE LUIS GARCÍA BERLANGA MARTÍ, 19-21, Valencia ",46023,39.45594,-0.34578
"RUSSAFA YOUTH HOSTEL","Eixample, Valencia",8.4,713,60.5,2023-02-19,"CALLE DEL PADRE PERERA, 5, Valencia ",46006,39.4626176,-0.371846
"PALACIO VALLIER 5*","Ciutat Vella, Valencia",9.5,836,221,2023-02-19,"PLAZA DE MANISES, 7, Valencia ",46003,39.4767525,-0.3762522
"ILUNION VALENCIA 4","Benicalap, Valencia",8.1,3453,164,2023-02-19,"CALLE DEL VALLE DE AYORA, 1, Valencia ",46015,39.4912973,-0.3980026
"HOTEL VALENCIA OCEANIC AFFILIATED BY MELIÁ","Camins al Grau, Valencia",8.3,2418,299,2023-02-19,"CALLE DEL PINTOR MAELLA, 35, Valencia ",46023,39.45828105,-0.347884075806882
"HOSTAL TARTESSOS","Ciutat Vella, Valencia",8.7,547,57,2023-02-19,"PASAJE DE LA SANGRE, 5, Valencia ",46001,39.4707154,-0.377145
"PRIMUS VALENCIA","Camins al Grau, Valencia",8.2,3806,85.5,2023-02-19,"CALLE DE MENORCA, 22, Valencia ",46023,39.4576914,-0.3457277
"BLANQ COMEDIAS","Ciutat Vella, Valencia",8.8,1113,80,2023-02-19,"CALLE DE LAS COMEDIAS, 21, CIUDAD VIEJA, Valencia ",46003,39.4729205,-0.3723845
"THE WESTIN VALENCIA","El Pla del Real, Valencia",8.6,1210,440,2023-02-19,"CALLE DE AMADEO DE SABOYA, 16, Valencia ",46010,39.472942,-0.361162817708596
"AC HOTEL COLÓN VALENCIA BY MARRIOTT","Eixample, Valencia",8.5,491,148.5,2023-02-19,"CALLE DE COLÓN, 6, Valencia ",46004,39.467302,-0.3743674
"HOTEL TURIA","Campanar, Valencia",7.5,3044,111,2023-02-19,"CARRER DEL PROFESOR BELTRÁN BÁGUENA, 2, Valencia ",46009,39.4803567,-0.3890109
"URBAN YOUTH HOSTEL","Poblados marítimos, Valencia",8.4,1278,55,2023-02-19,"AVENIDA DEL PUERTO, 280, GRAO, POBLATS MARÍTIMS, Valencia ",46024,39.4612649,-0.3377946
"MELIA VALENCIA","Benicalap, Valencia",8.8,1817,499,2023-02-19,"AVENIDA DE LAS CORTES VALENCIANAS, 52, Valencia ",46015,39.49472,-0.40081
"PURPLE NEST HOSTEL","Ciutat Vella, Valencia",8,1245,41.5,2023-02-19,"PLAZA DE TETUÁN, 5, Valencia ",46003,39.4746181,-0.3701021
"BLANQ CARMEN HOTEL","Ciutat Vella, Valencia",8.3,1508,105,2023-02-19,"CALLE BLANQUERIAS, 11, Valencia ",46002,39.4810622,-0.3790927
"CITY SUITES ABASTOS","Extramurs, Valencia",7.9,1159,78,2023-02-19,"CALLE DE MARTIN EL HUMANO, 28, Valencia ",46008,39.4704832,-0.3908281
"HOLIDAY INN EXPRESS CIUDAD DE LAS CIENCIAS, AN IHG HOTEL","Quatre Carreres, Valencia",7.7,2890,475,2023-02-19,"CALLE ESCRITOR RAFAEL FERRERES, 22, Valencia ",46013,39.45128425,-0.358367637180351
"HOST & HOME","Ciutat Vella, Valencia",8.6,650,68.5,2023-02-19,"CALLE DE VITORIA, 3, Valencia ",46002,39.4728166,-0.3760432
"BALCÓN AL MAR","Poblados marítimos, Valencia",8.3,568,124,2023-02-19,"CARRER DE JOAN JOSEP SISTER, 1, Valencia ",46024,39.4601149,-0.3337991
"PALACIO SANTA CLARA, AUTOGRAPH COLLECTION","Ciutat Vella, Valencia",9.3,263,222.5,2023-02-19,"CALLE DE PASCUAL Y GENIS, 22, Valencia ",46002,39.4682301,-0.3738525
"YOURS BOUTIQUE STAY","Eixample, Valencia",9.3,150,129,2023-02-19,"CARRER DE CUBA, 19, Valencia ",46006,39.4620147,-0.37698
"HOSTAL BED OF THE SEA","Poblados marítimos, Valencia",6.8,625,200,2023-02-19,"CARRER DEL BELLO, 6, Valencia ",46024,39.4592038,-0.335289
"MALVARROSA BEACH ROOMS","Poblados marítimos, Valencia",5.7,1390,85,2023-02-19,"PASEO NEPTUNO, 34, Valencia ",46011,39.4645368,-0.323392972524676
"CARO HOTEL","Ciutat Vella, Valencia",9,476,188,2023-02-19,"CARRER DE L'ALMIRALL, 14, Valencia ",46003,39.4759686,-0.3720638
"SWEET HOTEL RENASA","El Pla del Real, Valencia",8.1,3438,81.5,2022-08-21,"AVENIDA DE CATALUÑA, 5, Valencia ",46010,39.480567,-0.3529597
"HI VALENCIA CANOVAS","Eixample, Valencia",7.9,2212,67.5,2022-08-21,"CALLE DE CIRILO AMORÓS, 82, Valencia ",46004,39.4667056,-0.3729278
"EUROSTARS REY DON JAIME","Camins al Grau, Valencia",7.9,11632,139,2022-08-21,"AVENIDA BALEARES, 2, Valencia ",46023,39.4633945,-0.3566471
"SWEET HOTEL CONTINENTAL","Ciutat Vella, Valencia",8.1,3169,89,2022-08-21,"CALLE DE CORREOS, 8, Valencia ",46002,39.4697061,-0.3745483
"B&B EL MERCAT","Ciutat Vella, Valencia",6.5,517,39,2022-08-21,"CARRER DEL PEU DE LA CREU, 5, Valencia ",46001,39.47302085,-0.380424803625504
"HOSTAL ABASTOS","Extramurs, Valencia",7.9,767,38,2022-08-21,"CALLE DE ALBERIQUE, 19, Valencia ",46008,39.466484,-0.3880924
"HOTEL VALENCIA CENTER","Camins al Grau, Valencia",8.3,5520,110.5,2022-08-21,"AVENIDA DE FRANCIA, 33, GRAO, Valencia ",46023,39.46017,-0.34948
"ZENIT VALENCIA","Extramurs, Valencia",8.6,1866,120,2022-08-21,"CALLE DE BAILÉN, 8, LA ROQUETA, Valencia ",46007,39.4667681,-0.3780804
"CASUAL DE LA MÚSICA VALENCIA","Ciutat Vella, Valencia",7.1,2627,54.5,2022-08-21,"CALLE DE PADILLA, 4, Valencia ",46001,39.4701428,-0.3795473
"CATALONIA EXCELSIOR","Ciutat Vella, Valencia",8.5,2209,115,2022-08-21,"CALLE DE LA BARCELONINA, 5, Valencia ",46002,39.4714,-0.37587
"ONE SHOT PALACIO REINA VICTORIA 04","Ciutat Vella, Valencia",8.3,1845,135,2022-08-21,"CALLE DE LAS BARCAS, 4, Valencia ",46002,39.47021,-0.37533
"SERCOTEL SOROLLA PALACE","Poblados del Oeste, Valencia",8.3,4873,130.5,2022-08-21,"AVENIDA DE LAS CORTES VALENCIANAS, 58, Valencia ",46015,39.49617,-0.40132
"ONE SHOT COLÓN 46","Eixample, Valencia",8.5,1551,134,2022-08-21,"CALLE DE COLÓN, 46, Valencia ",46004,39.4692269,-0.3715868
"BIZZBEACH","Poblados marítimos, Valencia",8,207,37,2022-08-21,"CALLE DE IBIZA, 17, Valencia ",46024,39.4602115,-0.3399427
"ZALAMERA BNB","Extramurs, Valencia",8.8,1006,79,2022-08-21,"CALLE DE PELAYO, 44, LA ROQUETA, Valencia ",46007,39.4655859,-0.3791324
"MELIA PLAZA VALENCIA","Ciutat Vella, Valencia",8.7,2090,181.5,2022-08-21,"PLAZA DEL AYUNTAMIENTO, 4, CIUDAD VIEJA, Valencia ",46002,39.4707157,-0.376740504346867
"NH VALENCIA LAS CIENCIAS","Quatre Carreres, Valencia",7.7,2318,85.5,2022-08-21,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 26, Valencia ",46013,39.45538,-0.35817
"ILUNION AQUA 3","Camins al Grau, Valencia",8,4390,153.5,2022-08-21,"CARRER DE LUIS GARCÍA-BERLANGA MARTÍ, 21, Valencia ",46023,39.45535,-0.34292
"VINCCI LYS","Ciutat Vella, Valencia",8.7,5497,233.5,2022-08-21,"CALLE DE MARTÍNEZ CUBELLS, 5, Valencia ",46002,39.4683538,-0.3751913
"AD HOC CARMEN","Ciutat Vella, Valencia",8.6,1750,119,2022-08-21,"CALLE DE SAMANIEGO, 20, Valencia ",46003,39.4774951,-0.3755486
"HOTEL ALKAZAR","Ciutat Vella, Valencia",7.9,1341,90,2022-08-21,"PLAZA DEL AYUNTAMIENTO, 11, CIUDAD VIEJA, Valencia ",46002,39.4689,-0.37431
"DWO VALENCIA","Camins al Grau, Valencia",7.6,1720,149.5,2022-08-21,"AVENIDA DEL PUERTO, 129, GRAO, POBLATS MARÍTIMS, Valencia ",46022,39.46481,-0.34687
"HOTEL MALCOM AND BARRET","Quatre Carreres, Valencia",8.7,12648,152,2022-08-21,"AVINGUDA D'AUSIÀS MARCH, 59, Valencia ",46013,39.4507488,-0.3709729
"MARQUÉS HOUSE HOTEL 4* SUP","Ciutat Vella, Valencia",9.2,1101,161.5,2022-08-21,"CALLE DE LA ABADÍA DE SAN MARTÍN, 10, Valencia ",46002,39.473,-0.3754
"VINCCI PALACE","Ciutat Vella, Valencia",8.6,3607,222.5,2022-08-21,"CALLE DE LA PAZ, 42, CIUDAD VIEJA, Valencia ",46003,39.4735044,-0.3741584
"AD HOC MONUMENTAL 1881","Ciutat Vella, Valencia",8.4,1303,113,2022-08-21,"CARRER DE BOIX, 4, Valencia ",46003,39.47707,-0.37207
"EUROSTARS ACTEÓN","Camins al Grau, Valencia",8.4,4935,213.5,2022-08-21,"CARRER DE VICENTE BELTRÁN GRIMAL, 2, Valencia ",46023,39.46363625,-0.347939215400449
"HOTEL MEDIUM VALENCIA","Quatre Carreres, Valencia",8.1,2612,130.5,2022-08-21,"AVINGUDA D'AMADO GRANELL MESADO, 48, Valencia ",46013,39.4588201,-0.3649061
"ILUNION AQUA 4","Camins al Grau, Valencia",8.2,6255,163.5,2022-08-21,"CARRER DE LUIS GARCÍA BERLANGA MARTÍ, 19-21, Valencia ",46023,39.45594,-0.34578
"HOTEL CONQUERIDOR","Extramurs, Valencia",8,2392,139.5,2022-08-21,"CALLE DE CERVANTES, 9, LA ROQUETA, Valencia ",46007,39.4669877,-0.3820251
"ILUNION VALENCIA 4","Benicalap, Valencia",8.1,3449,163.5,2022-08-21,"CALLE DEL VALLE DE AYORA, 1, Valencia ",46015,39.4912973,-0.3980026
"ONLY YOU HOTEL VALENCIA","Ciutat Vella, Valencia",9.2,1666,220,2022-08-21,"PLAZA DE RODRIGO BOTET, 5, Valencia ",46002,39.471332,-0.3752529
"VINCCI MERCAT","Ciutat Vella, Valencia",8.7,3319,253,2022-08-21,"CALLE DE LA LINTERNA, 31, Valencia ",46001,39.4719381,-0.3777896
"HOSPES PALAU DE LA MAR","Eixample, Valencia",8.6,1142,168,2022-08-21,"AVENIDA DE NAVARRO REVERTER, 14, Valencia ",46004,39.470987,-0.3665897
"SENATOR PARQUE CENTRAL HOTEL","Eixample, Valencia",8,3580,97,2022-08-21,"PLAZA MANUEL SANCHIS GUARNER, 1, Valencia ",46006,39.4574798,-0.3755124
"EUROSTARS GRAN VALENCIA","Benicalap, Valencia",8.4,2587,198.5,2022-08-21,"CALLE DEL VALLE DE AYORA, 3, Valencia ",46015,39.4915771,-0.3982036
"SEA YOU HOTEL PORT VALENCIA","Poblados marítimos, Valencia",7.4,1020,160.5,2022-08-21,"PLAÇA DEL TRIBUNAL DE LES AIGÜES, 5, Valencia ",46011,39.4609113,-0.3339595
"HOTEL TURIA","Campanar, Valencia",7.5,3039,96,2022-08-21,"CARRER DEL PROFESOR BELTRÁN BÁGUENA, 2, Valencia ",46009,39.4803567,-0.3890109
"HOTEL BOUTIQUE BALANDRET","Poblados marítimos, Valencia",8.8,1409,243,2022-08-21,"PASEO DE NEPTUNO, 20, Valencia ",46011,39.4639344,-0.3235479
"CASUAL VINTAGE VALENCIA","Ciutat Vella, Valencia",8.1,3959,96,2022-08-21,"CALLE DE LA BARCELONINA, 1, Valencia ",46002,39.47134,-0.37632
"SERCOTEL VALENCIA ALAMEDA 41","Camins al Grau, Valencia",9,1968,156.5,2022-08-21,"PASEO DE LA ALAMEDA, 41, Valencia ",46023,39.4726866,-0.3644008
"AC HOTEL VALENCIA BY MARRIOTT","Camins al Grau, Valencia",8.3,1264,114,2022-08-21,"AVENIDA DE FRANCIA, 67, GRAO, Valencia ",46023,39.45886,-0.34393
"PENSIÓN ALICANTE","Ciutat Vella, Valencia",8.2,1940,39,2022-08-21,"CALLE DE RIBERA, 2, Valencia ",46002,39.46888,-0.37586
"HOSTAL BISBAL","Ciutat Vella, Valencia",7,271,42.5,2022-08-21,"CALLE PIE DE LA CRUZ, 9, Valencia ",46001,39.4732172,-0.38064
"PALACIO VALLIER 5*","Ciutat Vella, Valencia",9.5,836,244,2022-08-21,"PLAZA DE MANISES, 7, Valencia ",46003,39.4767525,-0.3762522
"CASUAL DE LAS ARTES VALENCIA","Camins al Grau, Valencia",8.1,2480,103.5,2022-08-21,"AVENIDA DEL PUERTO, 39, GRAO, POBLATS MARÍTIMS, Valencia ",46021,39.46709,-0.35582
"ARENA ZONE HOTEL & CAFÉ","Quatre Carreres, Valencia",8.7,899,149,2022-08-21,"AVENIDA DE ANTONIO FERRANDIS (ACTOR), 18, Valencia ",46013,39.4510025,-0.3569108
"SOHO VALENCIA","Eixample, Valencia",8.9,2235,164,2022-08-21,"GRAN VÍA DE LAS GERMANIAS, 32, Valencia ",46006,39.4648856,-0.3741102
"THE WESTIN VALENCIA","El Pla del Real, Valencia",8.6,1210,275,2022-08-21,"CALLE DE AMADEO DE SABOYA, 16, Valencia ",46010,39.472942,-0.361162817708596
"NH CIUDAD DE VALENCIA","Camins al Grau, Valencia",7.9,3220,112.5,2022-08-21,"AVENIDA DEL PUERTO, 214, GRAO, POBLATS MARÍTIMS, Valencia ",46023,39.46276,-0.34339
"PENSION MONALISA LUXURY SUITES","Extramurs, Valencia",8,665,85,2022-08-21,"AVENIDA DE PÉREZ GALDOS, 12, Valencia ",46007,39.4632544,-0.3871553
"BLANQ COMEDIAS","Ciutat Vella, Valencia",8.8,1111,154,2022-08-21,"CALLE DE LAS COMEDIAS, 21, CIUDAD VIEJA, Valencia ",46003,39.4729205,-0.3723845
"HOTEL MIRAMAR VALENCIA","Poblados marítimos, Valencia",8.2,1090,98,2022-08-21,"PASEO DE NEPTUNO, 32, Valencia ",46011,39.4642871,-0.323598
"OPERA HOUSE VALENCIA B&B","Camins al Grau, Valencia",9.1,702,183,2022-08-21,"CALLE DE ENRIQUE VIEDMA VIDAL (ARQUITECTO), 2, Valencia ",46023,39.4631352,-0.3571467
"HOTEL KRAMER","Campanar, Valencia",8.8,5431,164,2022-08-21,"AVENIDA DE CAMPANAR, 90, Valencia ",46015,39.48078725,-0.393498593134684
"AC HOTEL COLÓN VALENCIA BY MARRIOTT","Eixample, Valencia",8.5,490,152,2022-08-21,"CALLE DE COLÓN, 6, Valencia ",46004,39.467302,-0.3743674
"COSMO HOTEL BOUTIQUE","Ciutat Vella, Valencia",9.3,2209,236,2022-08-21,"AVENIDA DE MARÍA CRISTINA, 18, Valencia ",46003,39.4727474,-0.3773469
"PORT FERIA VALENCIA","Poblados del Oeste, Valencia",8.1,3326,97,2022-08-21,"CARRER DE CULLERA, 67, Valencia ",46035,39.5041799,-0.4228127
"RUSSAFA YOUTH HOSTEL","Eixample, Valencia",8.4,713,76.5,2022-08-21,"CALLE DEL PADRE PERERA, 5, Valencia ",46006,39.4626176,-0.371846
"COSY ROOMS BOLSERÍA","Ciutat Vella, Valencia",7.1,837,102.5,2022-08-21,"CALLE DE LAS MONJAS, 4, CIUDAD VIEJA, Valencia ",46001,39.47537615,-0.380247718542199
"HELEN BERGER BOUTIQUE HOTEL","Ciutat Vella, Valencia",9.2,2068,264,2022-08-21,"CALLE DE LA NAVE, 3, Valencia ",46003,39.4719418,-0.3709758
"B&B HOTEL VALENCIA CIUDAD DE LAS CIENCIAS","Quatre Carreres, Valencia",7.5,3919,77,2022-08-21,"AVINGUDA D'AUSIÀS MARCH, 99, Valencia ",46013,39.4456699,-0.3682916
"L&H GRAN VÍA VALENCIA","Extramurs, Valencia",9.1,325,227,2022-08-21,"GRAN VÍA FERNANDO EL CATOLICO, 63, Valencia ",46008,39.4750883,-0.388812
"LINDALA","Poblados marítimos, Valencia",8.9,1146,119,2022-08-21,"CALLE ERNESTO ANASTASIO, 46, Valencia ",46011,39.4646851,-0.3339927
"SH VALENCIA PALACE","El Pla del Real, Valencia",8.3,2360,155,2022-08-21,"PASEO DE LA ALAMEDA, 32, Valencia ",46023,39.4675577,-0.359796353075922
"HOTEL SAN LORENZO BOUTIQUE","Ciutat Vella, Valencia",8.4,1564,115,2022-08-21,"PLAZA DE SAN LORENZO, 2, Valencia ",46003,39.4778128,-0.374827315285652
"SOL PLAYA","Poblados marítimos, Valencia",7.8,2911,121,2022-08-21,"PASEO DE NEPTUNO, 54, Valencia ",46011,39.46508695,-0.323431857956879
"NH VALENCIA LAS ARTES","Quatre Carreres, Valencia",8,2491,116,2022-08-21,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 28, Valencia ",46013,39.45572,-0.3573
"COSY ROOMS TAPINERÍA","Ciutat Vella, Valencia",6.8,1200,102.5,2022-08-21,"CARRER DE LA TAPINERIA, 13, Valencia ",46001,39.4747296,-0.3764117
"REINA 107 BEACH BOUTIQUE","Poblados marítimos, Valencia",8.7,393,134,2022-08-21,"CARRER DE LA REINA, 107, Valencia ",46011,39.4684516,-0.328803
"THE TOWERS OF SERRANO HOME","La Saïdia, Valencia",6.2,35,138.5,2022-08-21,"CALLE DE SAGUNTO, 44, Valencia ",46009,39.4900246,-0.3746343
"HOTEL VALENCIA OCEANIC AFFILIATED BY MELIÁ","Camins al Grau, Valencia",8.3,2414,131,2022-08-21,"CALLE DEL PINTOR MAELLA, 35, Valencia ",46023,39.45828105,-0.347884075806882
"HOTEL BELERET","Poblados del Oeste, Valencia",7.8,2038,93.5,2022-08-21,"CALLE CAMPAMENTO, 76, BENIMÀMET, Valencia ",46035,39.50056,-0.42511
"PLAZA REDONDA BRUGADA HOME","Ciutat Vella, Valencia",7.2,476,147.5,2022-08-21,"CALLE CERRAJEROS, 9, Valencia ",46001,39.4732,-0.37696
"HOLIDAY INN EXPRESS CIUDAD DE LAS CIENCIAS, AN IHG HOTEL","Quatre Carreres, Valencia",7.7,2890,123.5,2022-08-21,"CALLE ESCRITOR RAFAEL FERRERES, 22, Valencia ",46013,39.45128425,-0.358367637180351
"NH VALENCIA CENTER","Campanar, Valencia",8.1,3409,126,2022-08-21,"CALLE DE RICARDO MICÓ, 1, Valencia ",46009,39.4808319,-0.387316431843575
"LOTELITO","Ciutat Vella, Valencia",8.8,1299,208,2022-08-21,"CALLE DE VIRUÉS, 6, Valencia ",46002,39.4709807,-0.3746814
